n,name,parent,value
1516640,Slepowronvirus LP101,1512182.0,1
1512356,Skatevirus,1515284.0,7
1503066,Skatevirus KFSSE2,1512356.0,1
1503097,Skatevirus SeSz2,1512356.0,1
1503445,Skatevirus skate,1512356.0,1
1505046,Skatevirus Seszw1,1512356.0,1
1509443,Skatevirus LPST10,1512356.0,1
1512162,Skatevirus BS5,1512356.0,1
1514317,Skatevirus VSt472,1512356.0,1
1512365,Skulduggeryvirus,1515284.0,1
1511390,Skulduggeryvirus skulduggery,1512365.0,1
1512377,Zhangqianvirus,1515284.0,1
1507958,Zhangqianvirus IME1354,1512377.0,1
1512385,Fromanvirus,1515284.0,39
1502892,Fromanvirus doom,1512385.0,1
1502932,Fromanvirus twister,1512385.0,1
1503300,Fromanvirus Che12,1512385.0,1
1503566,Fromanvirus L5,1512385.0,1
1504189,Fromanvirus switzer,1512385.0,1
1504245,Fromanvirus SWU1,1512385.0,1
1504407,Fromanvirus kssjeb,1512385.0,1
1504888,Fromanvirus D29,1512385.0,1
1505180,Fromanvirus bethlehem,1512385.0,1
1505973,Fromanvirus saintus,1512385.0,1
1506975,Fromanvirus museum,1512385.0,1
1506978,Fromanvirus alma,1512385.0,1
1508001,Fromanvirus U2,1512385.0,1
1508097,Fromanvirus solon,1512385.0,1
1508166,Fromanvirus violet,1512385.0,1
1508289,Fromanvirus JC27,1512385.0,1
1508814,Fromanvirus bpbiebs31,1512385.0,1
1509552,Fromanvirus nepal,1512385.0,1
1509799,Fromanvirus mrgordo,1512385.0,1
1510893,Fromanvirus perseus,1512385.0,1
1511200,Fromanvirus ridgecb,1512385.0,1
1511234,Fromanvirus packman,1512385.0,1
1511447,Fromanvirus lockley,1512385.0,1
1511460,Fromanvirus skipole,1512385.0,1
1511772,Fromanvirus bruns,1512385.0,1
1511901,Fromanvirus george,1512385.0,1
1512445,Fromanvirus marcell,1512385.0,1
1512778,Fromanvirus goose,1512385.0,1
1512897,Fromanvirus astro,1512385.0,1
1513304,Fromanvirus kugel,1512385.0,1
1513877,Fromanvirus euphoria,1512385.0,1
1513909,Fromanvirus jasper,1512385.0,1
1514013,Fromanvirus rebeuca,1512385.0,1
1515113,Fromanvirus billknuckles,1512385.0,1
1515542,Fromanvirus Bxb1,1512385.0,1
1515598,Fromanvirus redrock,1512385.0,1
1516017,Fromanvirus lesedi,1512385.0,1
1516326,Fromanvirus trixie,1512385.0,1
1517066,Fromanvirus KBG,1512385.0,1
1512434,Yongloolinvirus,1515284.0,4
1503831,Yongloolinvirus MMP01,1512434.0,1
1505123,Yongloolinvirus CDMH1,1512434.0,1
1508513,Yongloolinvirus C2,1512434.0,1
1512899,Yongloolinvirus MMP03,1512434.0,1
1512446,Agmunavirus,1515284.0,1
1504346,Agmunavirus AGM1,1512446.0,1
1512513,Lahexavirus,1515284.0,4
1504680,Lahexavirus LAh8,1512513.0,1
1506839,Lahexavirus lv44572,1512513.0,1
1510966,Lahexavirus LAh9,1512513.0,1
1515833,Lahexavirus LAh6,1512513.0,1
1512527,Waukeshavirus,1515284.0,2
1503521,Waukeshavirus waukesha92,1512527.0,1
1512125,Waukeshavirus BMBtp3,1512527.0,1
1512532,Petsuvirus,1515284.0,1
1508925,Petsuvirus pEtSU,1512532.0,1
1512564,Squashvirus,1515284.0,2
1509260,Squashvirus hyperion,1512564.0,1
1511619,Squashvirus squash,1512564.0,1
1512580,Ronaldovirus,1515284.0,2
1509235,Ronaldovirus fryberger,1512580.0,1
1509686,Ronaldovirus ronaldo,1512580.0,1
1512677,Slashvirus,1515284.0,4
1505117,Slashvirus slash,1512677.0,1
1507398,Slashvirus staley,1512677.0,1
1509347,Slashvirus stills,1512677.0,1
1513392,Slashvirus stahl,1512677.0,1
1512777,Wizardvirus,1515284.0,19
1503674,Wizardvirus wizard,1512777.0,1
1504345,Wizardvirus vandewege,1512777.0,1
1504365,Wizardvirus bakery,1512777.0,1
1507172,Wizardvirus barb,1512777.0,1
1507255,Wizardvirus twister6,1512777.0,1
1509065,Wizardvirus portcullis,1512777.0,1
1509852,Wizardvirus evamon,1512777.0,1
1510362,Wizardvirus tillybobjoe,1512777.0,1
1511318,Wizardvirus jambalaya,1512777.0,1
1511622,Wizardvirus danyall,1512777.0,1
1512022,Wizardvirus phlop,1512777.0,1
1512522,Wizardvirus mutzi,1512777.0,1
1512752,Wizardvirus nubi,1512777.0,1
1512994,Wizardvirus Arri,1512777.0,1
1514355,Wizardvirus smokingbunny,1512777.0,1
1515502,Wizardvirus rogerdodger,1512777.0,1
1516019,Wizardvirus valary,1512777.0,1
1517408,Wizardvirus fireball,1512777.0,1
1517520,Wizardvirus kimmyK,1512777.0,1
1512810,Bcepmuvirus,1515284.0,2
1513337,Bcepmuvirus bcepMu,1512810.0,1
1513552,Bcepmuvirus E255,1512810.0,1
1512837,Carpasinavirus,1515284.0,2
1508164,Carpasinavirus carpasina,1512837.0,1
1517018,Carpasinavirus XcP1,1512837.0,1
1512871,Elvirus,1515284.0,1
1506993,Elvirus EL,1512871.0,1
1512891,Behunavirus,1515284.0,1
1511519,Behunavirus BH1,1512891.0,1
1512926,Kamchatkavirus,1515284.0,1
1509234,Kamchatkavirus AP45,1512926.0,1
1512929,Punavirus,1515284.0,4
1504251,Punavirus SJ46,1512929.0,1
1507567,Punavirus RCS47,1512929.0,1
1508042,Aeromonas virus 43,1512929.0,1
1514974,Punavirus P1,1512929.0,1
1512987,Miltoncavirus,1515284.0,1
1511608,Miltoncavirus PhiPA3,1512987.0,1
1513005,Piorkowskivirus,1515284.0,7
1502927,Piorkowskivirus SW16,1513005.0,1
1508522,Piorkowskivirus pv9874,1513005.0,1
1508553,Piorkowskivirus CHPC926,1513005.0,1
1509255,Piorkowskivirus CHPC577,1513005.0,1
1513450,Piorkowskivirus pv9872,1513005.0,1
1514729,Piorkowskivirus SW22,1513005.0,1
1516719,Piorkowskivirus pv9871,1513005.0,1
1513013,Bowservirus,1515284.0,1
1504094,Bowservirus bowser,1513013.0,1
1513068,Emalynvirus,1515284.0,4
1508074,Emalynvirus emalyn,1513068.0,1
1513754,Emalynvirus troje,1513068.0,1
1515392,Emalynvirus cozz,1513068.0,1
1515744,Emalynvirus GTE2,1513068.0,1
1513076,Kenyattavirus,1515284.0,1
1514311,Kenyattavirus kv136,1513076.0,1
1513077,Arenbergviridae,1515284.0,1
1511886,Wroclawvirus,1513077.0,1
1517493,Wroclawvirus PA5oct,1511886.0,1
1513091,Sandinevirus,1515284.0,1
1517274,Sandinevirus BK5T,1513091.0,1
1513144,Straboviridae,1515284.0,208
1503288,Krischvirus,1513144.0,6
1503270,Krischvirus jse,1503288.0,1
1504684,Krischvirus RB49,1503288.0,1
1507269,Krischvirus ecd7,1503288.0,1
1507505,Krischvirus gec3s,1503288.0,1
1510272,Krischvirus georgiaone,1503288.0,1
1515469,Krischvirus kfsec,1503288.0,1
1503723,Schizotequatrovirus,1513144.0,3
1509698,Schizotequatrovirus KVP40,1503723.0,1
1513801,Schizotequatrovirus valkk3,1503723.0,1
1516095,Schizotequatrovirus vh7d,1503723.0,1
1504077,Slopekvirus,1513144.0,5
1505357,Slopekvirus kp27,1504077.0,1
1507858,Slopekvirus kp15,1504077.0,1
1511706,Slopekvirus matisse,1504077.0,1
1512173,Slopekvirus eap3,1504077.0,1
1513125,Slopekvirus pht4A,1504077.0,1
1504652,Gualtarvirus,1513144.0,1
1512302,Gualtarvirus mp1,1504652.0,1
1504778,Pseudotevenvirus,1513144.0,9
1504332,Pseudotevenvirus lw1,1504778.0,1
1504371,Pseudotevenvirus leb,1504778.0,1
1506004,Pseudotevenvirus imecf2,1504778.0,1
1506484,Pseudotevenvirus lee,1504778.0,1
1507192,Pseudotevenvirus RB16,1504778.0,1
1507478,Pseudotevenvirus margaery,1504778.0,1
1514982,Pseudotevenvirus miller,1504778.0,1
1515207,Pseudotevenvirus gap161,1504778.0,1
1516031,Pseudotevenvirus RB43,1504778.0,1
1505732,Chrysonvirus,1513144.0,1
1515618,Chrysonvirus as5,1505732.0,1
1506604,Carettavirus,1513144.0,1
1517194,Carettavirus e142,1506604.0,1
1508096,Emmerichvirinae,1513144.0,4
1509419,Ceceduovirus,1508096.0,3
1505935,Ceceduovirus aszj,1509419.0,1
1514666,Ceceduovirus cc2,1509419.0,1
1515996,Ceceduovirus assw,1509419.0,1
1511950,Ishigurovirus,1508096.0,1
1505499,Ishigurovirus osborne,1511950.0,1
1508788,Jiangsuvirus,1513144.0,1
1512254,Jiangsuvirus pspyzu05,1508788.0,1
1508985,Tevenvirinae,1513144.0,147
1502909,Roskildevirus,1508985.0,1
1510147,Roskildevirus cronus,1502909.0,1
1502971,Gaprivervirus,1508985.0,6
1504663,Gaprivervirus vr7,1502971.0,1
1504765,Gaprivervirus arezed,1502971.0,1
1507715,Gaprivervirus vr26,1502971.0,1
1508086,Gaprivervirus sp18,1502971.0,1
1509162,Gaprivervirus vr20,1502971.0,1
1510648,Gaprivervirus vr25,1502971.0,1
1503965,Tequatrovirus,1508985.0,83
1502929,Tequatrovirus c40,1503965.0,1
1502962,Tequatrovirus ec04,1503965.0,1
1503049,Tequatrovirus sh7,1503965.0,1
1503142,Tequatrovirus shfl2,1503965.0,1
1503168,Tequatrovirus pd112,1503965.0,1
1503189,Tequatrovirus oe5505,1503965.0,1
1503245,Tequatrovirus deeone,1503965.0,1
1503313,Tequatrovirus kha5h,1503965.0,1
1503450,Tequatrovirus slur02,1503965.0,1
1503746,Tequatrovirus e112,1503965.0,1
1504333,Tequatrovirus ime09,1503965.0,1
1504549,Tequatrovirus SHBML501,1503965.0,1
1505154,Tequatrovirus ec121,1503965.0,1
1505311,Tequatrovirus hy03,1503965.0,1
1505394,Tequatrovirus gizh,1503965.0,1
1505395,Tequatrovirus fps90,1503965.0,1
1505536,Tequatrovirus gee4507,1503965.0,1
1506139,Tequatrovirus slur07,1503965.0,1
1506354,Tequatrovirus sf22,1503965.0,1
1506459,Tequatrovirus pyps2t,1503965.0,1
1506466,Tequatrovirus sgallinarium,1503965.0,1
1506513,Tequatrovirus ecomime340,1503965.0,1
1506756,Tequatrovirus sf23,1503965.0,1
1506854,Tequatrovirus aplgate,1503965.0,1
1506855,Tequatrovirus yueel1,1503965.0,1
1506942,Tequatrovirus mlf4,1503965.0,1
1507014,Tequatrovirus teqskov,1503965.0,1
1507273,Tequatrovirus ecnp1,1503965.0,1
1507367,Tequatrovirus fps65,1503965.0,1
1507586,Tequatrovirus cm8,1503965.0,1
1507886,Tequatrovirus pss1,1503965.0,1
1508278,Tequatrovirus ecomim339,1503965.0,1
1508437,Tequatrovirus cromcrrp10,1503965.0,1
1508460,Tequatrovirus shfml26,1503965.0,1
1508851,Escherichia virus CF2,1503965.0,1
1509063,Tequatrovirus RB18,1503965.0,1
1509265,Tequatrovirus RB32,1503965.0,1
1509385,Tequatrovirus pe37,1503965.0,1
1509388,Tequatrovirus RB3,1503965.0,1
1509408,Tequatrovirus ufvareg1,1503965.0,1
1509446,Tequatrovirus sf24,1503965.0,1
1509631,Tequatrovirus geeight,1503965.0,1
1510264,Tequatrovirus effone,1503965.0,1
1510345,Tequatrovirus ime537,1503965.0,1
1510505,Tequatrovirus fps2,1503965.0,1
1510570,Tequatrovirus pp01,1503965.0,1
1511258,Tequatrovirus teqdroes,1503965.0,1
1511405,Tequatrovirus gee9062,1503965.0,1
1511620,Tequatrovirus ecombl75,1503965.0,1
1511646,Tequatrovirus zeezeesix,1503965.0,1
1511837,Tequatrovirus vtec,1503965.0,1
1512290,Tequatrovirus efftwo,1503965.0,1
1512441,Tequatrovirus ecml134,1503965.0,1
1512460,Tequatrovirus pst,1503965.0,1
1512838,Tequatrovirus teqhad,1503965.0,1
1512931,Tequatrovirus lutter,1503965.0,1
1513081,Tequatrovirus RB51,1503965.0,1
1513139,Tequatrovirus kit03,1503965.0,1
1513149,Tequatrovirus T4,1503965.0,1
1513258,Tequatrovirus T2,1503965.0,1
1513538,Tequatrovirus slur03,1503965.0,1
1513933,Tequatrovirus RB27,1503965.0,1
1513951,Tequatrovirus ozark,1503965.0,1
1514360,Tequatrovirus T6,1503965.0,1
1514496,Tequatrovirus nbeco,1503965.0,1
1514648,Tequatrovirus gee4498,1503965.0,1
1514700,Tequatrovirus zeezee23,1503965.0,1
1515235,Tequatrovirus sf21,1503965.0,1
1515456,Tequatrovirus shfml11,1503965.0,1
1515489,Tequatrovirus kaw,1503965.0,1
1515507,Tequatrovirus snuabm,1503965.0,1
1515667,Tequatrovirus ecomdalca,1503965.0,1
1515972,Tequatrovirus zeen18,1503965.0,1
1516009,Tequatrovirus gee50,1503965.0,1
1516130,Tequatrovirus ecomnbg2,1503965.0,1
1516487,Tequatrovirus knp5,1503965.0,1
1516555,Tequatrovirus RB14,1503965.0,1
1516647,Tequatrovirus zeezeethirty,1503965.0,1
1516688,Tequatrovirus jaykay,1503965.0,1
1516838,Tequatrovirus ecomufv133,1503965.0,1
1516866,Tequatrovirus ecomg28,1503965.0,1
1517063,Tequatrovirus hy01,1503965.0,1
1517234,Tequatrovirus ar1,1503965.0,1
1504210,Dhakavirus,1508985.0,12
1503396,Dhakavirus ime08,1504210.0,1
1503844,Dhakavirus ime348,1504210.0,1
1507326,Dhakavirus ime281,1504210.0,1
1507810,Dhakavirus JS98,1504210.0,1
1511945,Dhakavirus ecom005,1504210.0,1
1512702,Dhakavirus anyang,1504210.0,1
1512764,Dhakavirus wg01,1504210.0,1
1513326,Dhakavirus mx01,1504210.0,1
1513561,Dhakavirus vr5,1504210.0,1
1514037,Dhakavirus bp7,1504210.0,1
1515155,Dhakavirus ql01,1504210.0,1
1517431,Dhakavirus JS10,1504210.0,1
1506207,Mosugukvirus,1508985.0,1
1506457,Mosugukvirus pm2,1506207.0,1
1506680,Kagamiyamavirus,1508985.0,1
1503223,Kagamiyamavirus ecs1,1506680.0,1
1507177,Acinetobacter virus 133,1508985.0,1
1507179,Karamvirus,1508985.0,4
1502902,Karamvirus pg7,1507179.0,1
1507287,Karamvirus mypsh1140,1507179.0,1
1507423,Karamvirus cc31,1507179.0,1
1511163,Karamvirus petcm34,1507179.0,1
1507668,Mosigvirus,1508985.0,13
1504619,Mosigvirus 25307,1507668.0,1
1506359,Mosigvirus phapec2,1507668.0,1
1506515,Mosigvirus atk47,1507668.0,1
1506995,Mosigvirus 0157tp3,1507668.0,1
1509211,Mosigvirus c120,1507668.0,1
1510096,Mosigvirus p000v,1507668.0,1
1510148,Mosigvirus JS09,1507668.0,1
1510223,Mosigvirus mar005p1,1507668.0,1
1510356,Mosigvirus utam,1507668.0,1
1511716,Mosigvirus RB69,1507668.0,1
1514285,Mosigvirus HX01,1507668.0,1
1514715,Mosigvirus sf,1507668.0,1
1514949,Mosigvirus shsm521,1507668.0,1
1508973,Tegunavirus,1508985.0,3
1509752,Tegunavirus yenmtg1,1508973.0,1
1512587,Tegunavirus r1rt,1508973.0,1
1516668,Tegunavirus fheyen901,1508973.0,1
1509714,Jiaodavirus,1508985.0,6
1504017,Jiaodavirus mineola,1509714.0,1
1506231,Jiaodavirus kpv477,1509714.0,1
1506255,Jiaodavirus kppv15,1509714.0,1
1510259,Jiaodavirus kp179,1509714.0,1
1515832,Jiaodavirus jd18,1509714.0,1
1516472,Jiaodavirus pko111,1509714.0,1
1510291,Gelderlandvirus,1508985.0,5
1507781,Gelderlandvirus stml198,1510291.0,1
1507813,Gelderlandvirus stp4a,1510291.0,1
1510559,Gelderlandvirus cgg41,1510291.0,1
1513539,Gelderlandvirus melville,1510291.0,1
1515396,Gelderlandvirus s16,1510291.0,1
1514106,Moonvirus,1508985.0,4
1505300,Moonvirus cf1,1514106.0,1
1507637,Moonvirus kayemsixteen,1514106.0,1
1507865,Moonvirus moon,1514106.0,1
1516785,Moonvirus merlin,1514106.0,1
1514880,Kanagawavirus,1508985.0,5
1505094,Kanagawavirus pei20,1514880.0,1
1506516,Kanagawavirus cipnine,1514880.0,1
1508629,Kanagawavirus eclm,1514880.0,1
1511147,Kanagawavirus threeohfive,1514880.0,1
1514999,Kanagawavirus mime,1514880.0,1
1516904,Winklervirus,1508985.0,2
1507916,Winklervirus xtwenty,1516904.0,1
1511524,Winklervirus chi14,1516904.0,1
1509844,Cinqassovirus,1513144.0,2
1509294,Cinqassovirus ah1,1509844.0,1
1513131,Cinqassovirus aeh1,1509844.0,1
1511988,Angelvirus,1513144.0,1
1506428,Angelvirus px29,1511988.0,1
1512545,Twarogvirinae,1513144.0,13
1503224,Lasallevirus,1512545.0,1
1505223,Acinetobacter virus Acj61,1503224.0,1
1504310,Zedzedvirus,1512545.0,1
1507646,Zedzedvirus zz1,1504310.0,1
1505197,Hadassahvirus,1512545.0,2
1512453,Hadassahvirus azbtza1,1505197.0,1
1516447,Hadassahvirus pht2,1505197.0,1
1509666,Acajnonavirus,1512545.0,1
1504050,Acajnonavirus acj9,1509666.0,1
1514440,Lazarusvirus,1512545.0,8
1505697,Lazarusvirus apostate,1514440.0,1
1508034,Lazarusvirus am101,1514440.0,1
1508826,Lazarusvirus kronadin,1514440.0,1
1509745,Lazarusvirus fhyacithree,1514440.0,1
1510316,Lazarusvirus kimel,1514440.0,1
1510680,Lazarusvirus berthold,1514440.0,1
1511863,Lazarusvirus karl,1514440.0,1
1513871,Lazarusvirus lazarus,1514440.0,1
1512840,Nanhuvirus,1513144.0,1
1509764,Nanhuvirus LPCS28,1512840.0,1
1513737,Mylasvirus,1513144.0,1
1513438,Mylasvirus persius,1513737.0,1
1514382,Tulanevirus,1513144.0,8
1503165,Tulanevirus aes508,1514382.0,1
1504145,Tulanevirus as4,1514382.0,1
1505018,Tulanevirus aes12,1514382.0,1
1507198,Tulanevirus 60ahydrpp,1514382.0,1
1508910,Tulanevirus bteighttwo,1514382.0,1
1511457,Tulanevirus 50ahydr13pp,1514382.0,1
1512340,Tuaanevirus ime13,1514382.0,1
1514349,Tulanevirus asgz,1514382.0,1
1514543,Biquartavirus,1513144.0,1
1506956,Biquartavirus 44RR2,1514543.0,1
1516302,Bragavirus,1513144.0,3
1511873,Bragavirus pm2,1516302.0,1
1514580,Bragavirus p43,1516302.0,1
1515628,Bragavirus pm5461,1516302.0,1
1513153,Agricanvirus,1515284.0,6
1503368,Agricanvirus deimos,1513153.0,1
1504036,Agricanvirus simmy50,1513153.0,1
1509417,Agricanvirus Ea3570,1513153.0,1
1511891,Agricanvirus desertfox,1513153.0,1
1512565,Agricanvirus specialG,1513153.0,1
1516394,Agricanvirus ray,1513153.0,1
1513182,Eekayvirinae,1515284.0,4
1514615,Tinytimothyvirus,1513182.0,2
1505348,Tinytimothyvirus tinytimothy,1514615.0,1
1513865,Tinytimothyvirus alex44,1514615.0,1
1514921,Akonivirus,1513182.0,2
1504236,Akonivirus phedro,1514921.0,1
1515682,Akonivirus akoni,1514921.0,1
1513200,Bigmanorsvirus,1515284.0,1
1514231,Bigmanorsvirus bgmanors32,1513200.0,1
1513203,Stormageddonvirus,1515284.0,1
1513048,Stormageddonvirus Stormageddon,1513203.0,1
1513230,Casadabanvirus,1515284.0,24
1502806,Casadabanvirus FHA0480,1513230.0,1
1503548,Casadabanvirus HW12,1513230.0,1
1503924,Casadabanvirus MP22,1513230.0,1
1504361,Casadabanvirus MP29,1513230.0,1
1505215,Casadabanvirus AIIMSPaB1,1513230.0,1
1506903,Casadabanvirus JBD26,1513230.0,1
1506963,Casadabanvirus DMS3,1513230.0,1
1508121,Casadabanvirus FET309,1513230.0,1
1508505,Casadabanvirus PA1KOR,1513230.0,1
1509173,Casadabanvirus JBD5,1513230.0,1
1509891,Casadabanvirus JBD69,1513230.0,1
1510001,Casadabanvirus MP38,1513230.0,1
1510730,Casadabanvirus MP42,1513230.0,1
1512416,Casadabanvirus D3112,1513230.0,1
1513181,Casadabanvirus MP48,1513230.0,1
1513411,Casadabanvirus LPB1,1513230.0,1
1514415,Casadabanvirus JBD24,1513230.0,1
1514476,Casadabanvirus JBD30,1513230.0,1
1514966,Casadabanvirus R960,1513230.0,1
1515043,Casadabanvirus PfII40a,1513230.0,1
1515216,Casadabanvirus R24,1513230.0,1
1515692,Casadabanvirus spike,1513230.0,1
1515993,Casadabanvirus Ab30,1513230.0,1
1516357,Casadabanvirus JD024,1513230.0,1
1513251,Dismasvirus,1515284.0,1
1507885,Dismasvirus dismas,1513251.0,1
1513265,Fremauxvirus,1515284.0,2
1507481,Fremauxvirus CHPC971,1513265.0,1
1514076,Fremauxvirus fv1706,1513265.0,1
1513307,Galaxyvirus,1515284.0,2
1513050,Galaxyvirus abidatro,1513307.0,1
1515094,Galaxyvirus galaxy,1513307.0,1
1513316,Busanvirus,1515284.0,1
1508198,Busanvirus ACP17,1513316.0,1
1513324,Puppervirus,1515284.0,1
1513327,Puppervirus Pupper,1513324.0,1
1513353,Aliceevansviridae,1515284.0,126
1503204,Brussowvirus,1513353.0,34
1502976,Brussowvirus CHPC1230,1503204.0,1
1503763,Brussowvirus bv858,1503204.0,1
1503806,Brussowvirus P4761,1503204.0,1
1504411,Brussowvirus P9853,1503204.0,1
1504637,Brussowvirus 20617,1503204.0,1
1505128,Brussowvirus CHPC931,1503204.0,1
1505825,Brussowvirus CHPC1109,1503204.0,1
1505902,Brussowvirus SW13,1503204.0,1
1506345,Brussowvirus P7955,1503204.0,1
1506637,Brussowvirus CHPC1042,1503204.0,1
1506732,Brussowvirus P7952,1503204.0,1
1507317,Brussowvirus bv2972,1503204.0,1
1507809,Brussowvirus P7571,1503204.0,1
1509980,Brussowvirus CHPC1247,1503204.0,1
1510078,Brussowvirus CHPC869,1503204.0,1
1510725,Brussowvirus CHPC640,1503204.0,1
1511544,Brussowvirus CHPC1248,1503204.0,1
1511654,Brussowvirus P7954,1503204.0,1
1512842,Brussowvirus bvO1205,1503204.0,1
1512904,Brussowvirus CHPC951,1503204.0,1
1513381,Brussowvirus ALQ132,1503204.0,1
1513474,Brussowvirus CHPC952,1503204.0,1
1513589,Brussowvirus SW1151,1503204.0,1
1513804,Brussowvirus SW15,1503204.0,1
1514026,Brussowvirus P7953,1503204.0,1
1514220,Brussowvirus CHPC1246,1503204.0,1
1514546,Brussowvirus TPJ34,1503204.0,1
1514766,Brussowvirus VS2018a,1503204.0,1
1514901,Brussowvirus SW18,1503204.0,1
1515280,Brussowvirus P7951,1503204.0,1
1515361,Brussowvirus CHPC1152,1503204.0,1
1515563,Brussowvirus Sfi11,1503204.0,1
1516557,Brussowvirus TP778L,1503204.0,1
1517046,Brussowvirus SW14,1503204.0,1
1507992,Vansinderenvirus,1513353.0,11
1503377,Vansinderenvirus 5093,1507992.0,1
1506209,Vansinderenvirus CHPC1282,1507992.0,1
1509070,Vansinderenvirus SW24,1507992.0,1
1511645,Vansinderenvirus P0093,1507992.0,1
1512045,Vansinderenvirus P0095,1507992.0,1
1513347,Vansinderenvirus CHPC1198,1507992.0,1
1514403,Vansinderenvirus SW27,1507992.0,1
1514993,Vansinderenvirus P0092,1507992.0,1
1516398,Vansinderenvirus SW4,1507992.0,1
1516926,Vansinderenvirus SW19,1507992.0,1
1517177,Vansinderenvirus CHPC1232,1507992.0,1
1514702,Moineauvirus,1513353.0,81
1502842,Moineauvirus SWK3,1514702.0,1
1503155,Moineauvirus CHPC1036,1514702.0,1
1503366,Moineauvirus SW5,1514702.0,1
1503797,Moineauvirus mv128,1514702.0,1
1503818,Moineauvirus P3684,1514702.0,1
1503840,Moineauvirus P9851,1514702.0,1
1503892,Moineauvirus mv53,1514702.0,1
1503949,Moineauvirus P7633,1514702.0,1
1503967,Moineauvirus SW6,1514702.0,1
1504069,Moineauvirus CHPC1067,1514702.0,1
1504102,Moineauvirus CHPC663,1514702.0,1
1504142,Moineauvirus P7133,1514702.0,1
1504158,Moineauvirus SW7,1514702.0,1
1504159,Moineauvirus P9901,1514702.0,1
1504232,Moineauvirus CHPC1045,1514702.0,1
1504281,Moineauvirus P9903,1514702.0,1
1504571,Moineauvirus mv73,1514702.0,1
1504707,Moineauvirus P7134,1514702.0,1
1504904,Moineauvirus P7631,1514702.0,1
1505053,Moineauvirus CHPC1046,1514702.0,1
1505129,Moineauvirus VA460,1514702.0,1
1505274,Moineauvirus P7602,1514702.0,1
1505397,Moineauvirus DT1,1514702.0,1
1505534,Moineauvirus mv7201,1514702.0,1
1505593,Moineauvirus SW3,1514702.0,1
1505811,Moineauvirus CHPC927,1514702.0,1
1505880,Moineauvirus CHPC1027,1514702.0,1
1506045,Moineauvirus CHPC873,1514702.0,1
1506424,Moineauvirus CHPC1041,1514702.0,1
1506470,Moineauvirus P3681,1514702.0,1
1506544,Moineauvirus Sfi19,1514702.0,1
1506986,Moineauvirus CHPC1033,1514702.0,1
1507015,Moineauvirus CHPC979,1514702.0,1
1507258,Moineauvirus M19,1514702.0,1
1507489,Moineauvirus D1024,1514702.0,1
1508631,Moineauvirus CHPC1005,1514702.0,1
1508694,Moineauvirus Sfi21,1514702.0,1
1509048,Moineauvirus P7574,1514702.0,1
1509232,Moineauvirus CHPC595,1514702.0,1
1509292,Moineauvirus D1811,1514702.0,1
1509477,Moineauvirus P9854,1514702.0,1
1509610,Moineauvirus P7632,1514702.0,1
1509671,Moineauvirus CHPC879,1514702.0,1
1509823,Moineauvirus P7152,1514702.0,1
1510324,Moineauvirus SW8,1514702.0,1
1510428,Moineauvirus MM25,1514702.0,1
1510484,Moineauvirus CHPC1091,1514702.0,1
1510995,Moineauvirus CHPC1156,1514702.0,1
1511077,Moineauvirus P7573,1514702.0,1
1511106,Moineauvirus B0,1514702.0,1
1511181,Moineauvirus Abc2,1514702.0,1
1511333,Moineauvirus SW2,1514702.0,1
1511458,Moineauvirus mv7A5,1514702.0,1
1511670,Moineauvirus CHPC877,1514702.0,1
1511679,Moineauvirus CHPC950,1514702.0,1
1512167,Moineauvirus CHPC925,1514702.0,1
1512672,Moineauvirus STP1,1514702.0,1
1512976,Moineauvirus CHPC572,1514702.0,1
1512980,Moineauvirus P7154,1514702.0,1
1513216,Moineauvirus P5641,1514702.0,1
1513314,Moineauvirus VA214,1514702.0,1
1513512,Moineauvirus CHPC1029,1514702.0,1
1513696,Moineauvirus CHPC1148,1514702.0,1
1513772,Moineauvirus P7151,1514702.0,1
1513960,Moineauvirus L5A1,1514702.0,1
1514038,Moineauvirus CHPC1062,1514702.0,1
1514089,Moineauvirus P9902,1514702.0,1
1514126,Moineauvirus CHPC642,1514702.0,1
1514407,Moineauvirus P7601,1514702.0,1
1514917,Moineauvirus P7132,1514702.0,1
1515146,Moineauvirus SW1,1514702.0,1
1515270,Moineauvirus CHPC919,1514702.0,1
1515419,Moineauvirus P0091,1514702.0,1
1515742,Moineauvirus CHPC930,1514702.0,1
1515801,Moineauvirus CHPC928,1514702.0,1
1515902,Moineauvirus P5651,1514702.0,1
1516434,Moineauvirus SW11,1514702.0,1
1516574,Moineauvirus SW12,1514702.0,1
1516590,Moineauvirus SWK6,1514702.0,1
1517006,Moineauvirus CHPC875,1514702.0,1
1517007,Moineauvirus D4276,1514702.0,1
1513360,Aggregaviridae,1515284.0,1
1510077,Harrekavirus,1513360.0,1
1505374,Harrekavirus harreka,1510077.0,1
1513388,Kryptosalinivirus,1515284.0,2
1505555,Kryptosalinivirus M8CRM1,1513388.0,1
1514268,Kryptosalinivirus M8CC19,1513388.0,1
1513401,Herelleviridae,1515284.0,92
1503269,Spounavirinae,1513401.0,5
1506352,Okubovirus,1503269.0,2
1505408,Okubovirus camphawk,1506352.0,1
1514553,Okubovirus SPO1,1506352.0,1
1513764,Siminovitchvirus,1503269.0,3
1504240,Siminovitchvirus JL,1513764.0,1
1505074,Siminovitchvirus shanette,1513764.0,1
1508366,Siminovitchvirus CP51,1513764.0,1
1503941,Jasinkavirinae,1513401.0,11
1513905,Pecentumvirus,1503941.0,11
